COLUMN_NAME,DATA_TYPE,IS_NULLABLE
GroupTypeMandantRecordID,int,NO
ParentGroupTypeRecordID,int,YES
GroupTypeRecordID,int,NO
MandantID,int,NO
CustomName,nvarchar,YES
GroupTypeMandantStatus,int,NO
